miRNA_ID	Target_ID
hsa-miR-216a-3p	ENSG00000264364
hsa-miR-216a-3p	ENSG00000136485
hsa-miR-548am-3p	ENSG00000073350
hsa-miR-7-5p	ENSG00000141568
hsa-miR-576-3p	ENSG00000141682
hsa-miR-3662	ENSG00000179218
hsa-miR-3662	ENSG00000197714
hsa-miR-576-3p	ENSG00000178229
hsa-miR-7974	ENSG00000132825
hsa-miR-148a-3p	ENSG00000153094
hsa-miR-3662	ENSG00000157557
hsa-miR-3662	ENSG00000138434
hsa-miR-576-3p	ENSG00000173744
hsa-miR-7-5p	ENSG00000168385
hsa-miR-3662	ENSG00000093000
hsa-miR-548am-3p	ENSG00000170802
hsa-miR-216a-3p	ENSG00000163848
hsa-miR-576-3p	ENSG00000091009
hsa-miR-548am-3p	ENSG00000172201
hsa-miR-576-3p	ENSG00000124766
hsa-miR-92a-1-5p	ENSG00000137221
hsa-miR-216a-3p	ENSG00000198087
hsa-miR-335-3p	ENSG00000186480
hsa-miR-148a-3p	ENSG00000155975
hsa-miR-3662	ENSG00000165060
hsa-miR-7-5p	ENSG00000101966
hsa-miR-548am-3p	ENSG00000197965
hsa-miR-3662	ENSG00000100941
hsa-miR-92a-1-5p	ENSG00000103495
hsa-miR-335-3p	ENSG00000108256
hsa-miR-3662	ENSG00000141682
hsa-miR-216a-3p	ENSG00000174738
hsa-miR-216a-3p	ENSG00000108061
hsa-miR-216a-3p	ENSG00000177674
hsa-miR-148a-3p	ENSG00000265972
hsa-miR-3662	ENSG00000143862
hsa-miR-335-3p	ENSG00000139644
hsa-miR-335-3p	ENSG00000089818
hsa-miR-148a-3p	ENSG00000142945
hsa-miR-216a-3p	ENSG00000130164
hsa-miR-335-3p	ENSG00000167470
hsa-miR-148a-3p	ENSG00000116017
hsa-miR-216a-3p	ENSG00000126003
hsa-miR-335-3p	ENSG00000124198
hsa-miR-148a-3p	ENSG00000142178
hsa-miR-3117-3p	ENSG00000178074
hsa-miR-335-3p	ENSG00000152601
hsa-miR-7-5p	ENSG00000114416
hsa-miR-548am-3p	ENSG00000112941
hsa-miR-3662	ENSG00000124767
hsa-miR-216b-5p	ENSG00000128590
hsa-miR-548o-3p	ENSG00000155090
hsa-miR-216a-3p	ENSG00000154359
hsa-miR-216a-3p	ENSG00000169813
hsa-miR-576-3p	ENSG00000156671
hsa-miR-3662	ENSG00000168092
hsa-miR-216a-3p	ENSG00000116747
hsa-miR-216a-3p	ENSG00000057757
hsa-miR-548o-3p	ENSG00000139641
hsa-miR-3662	ENSG00000100644
hsa-miR-576-3p	ENSG00000100644
hsa-miR-576-3p	ENSG00000104164
hsa-miR-3662	ENSG00000069956
hsa-miR-7-5p	ENSG00000090905
hsa-miR-576-3p	ENSG00000116754
hsa-miR-3662	ENSG00000101557
hsa-miR-548o-3p	ENSG00000085872
hsa-miR-3662	ENSG00000188785
hsa-miR-3662	ENSG00000132640
hsa-miR-335-3p	ENSG00000065413
hsa-miR-3662	ENSG00000082153
hsa-miR-3662	ENSG00000144893
hsa-miR-148a-3p	ENSG00000134108
hsa-miR-3662	ENSG00000156136
hsa-miR-148a-3p	ENSG00000206503
hsa-miR-335-3p	ENSG00000160993
hsa-miR-548am-3p	ENSG00000105983
hsa-miR-148a-3p	ENSG00000146731
hsa-miR-3662	ENSG00000066855
hsa-miR-7-5p	ENSG00000063587
hsa-miR-216a-3p	ENSG00000136504
hsa-miR-199a-5p	ENSG00000198131
hsa-miR-3662	ENSG00000215114
hsa-miR-3187-3p	ENSG00000135862
hsa-miR-3662	ENSG00000127334
hsa-miR-3662	ENSG00000140443
hsa-miR-3662	ENSG00000176887
hsa-miR-216a-3p	ENSG00000138326
hsa-miR-216a-3p	ENSG00000166483
hsa-miR-548o-3p	ENSG00000166483
hsa-miR-3662	ENSG00000256463
hsa-miR-7-5p	ENSG00000126453
hsa-miR-576-3p	ENSG00000163428
hsa-miR-3117-3p	ENSG00000206557
hsa-miR-3662	ENSG00000130821
hsa-miR-548am-3p	ENSG00000166483
hsa-miR-181a-2-3p	ENSG00000180667
hsa-miR-148a-3p	ENSG00000013588
hsa-miR-3662	ENSG00000175087
hsa-miR-576-3p	ENSG00000213995
hsa-miR-3662	ENSG00000165572
hsa-miR-3662	ENSG00000072042
hsa-miR-148a-3p	ENSG00000182512
hsa-miR-148a-3p	ENSG00000167004
hsa-miR-3662	ENSG00000137872
hsa-miR-3662	ENSG00000069667
hsa-miR-3662	ENSG00000182253
hsa-miR-335-3p	ENSG00000141232
hsa-miR-216a-3p	ENSG00000132475
hsa-miR-3662	ENSG00000089685
hsa-miR-3187-3p	ENSG00000063244
hsa-miR-7-5p	ENSG00000101084
hsa-miR-148a-3p	ENSG00000124222
hsa-miR-216a-3p	ENSG00000196862
hsa-miR-7-5p	ENSG00000198743
hsa-miR-92a-1-5p	ENSG00000128714
hsa-miR-3662	ENSG00000270757
hsa-miR-3662	ENSG00000115540
hsa-miR-3662	ENSG00000187514
hsa-miR-148a-3p	ENSG00000100354
hsa-miR-216a-3p	ENSG00000124380
hsa-miR-199a-5p	ENSG00000114126
hsa-miR-548am-3p	ENSG00000164096
hsa-miR-3662	ENSG00000138675
hsa-miR-7-5p	ENSG00000061455
hsa-miR-216a-3p	ENSG00000120727
hsa-miR-216a-3p	ENSG00000127022
